date,coin,market_capitalization_in_usd
3/28/2017,XRP,953348016.6
3/29/2017,XRP,1012337177.0
3/30/2017,XRP,1443377903.0
3/31/2017,XRP,2111621851.0
4/1/2017,XRP,2257980123.0
4/2/2017,XRP,6191732540.0
4/3/2017,XRP,3276317645.0
4/4/2017,XRP,3785648006.0
4/5/2017,XRP,3588466882.0
4/6/2017,XRP,3281591126.0
4/7/2017,XRP,3700123159.0
4/8/2017,XRP,3600748114.0
4/9/2017,XRP,3445985076.0
4/10/2017,XRP,3425601864.0
4/11/2017,XRP,3348978974.0
4/12/2017,XRP,3458830066.0
4/13/2017,XRP,3435819923.0
4/14/2017,XRP,3383649122.0
4/15/2017,XRP,3391002755.0
4/16/2017,XRP,3298416790.0
4/17/2017,XRP,3364698322.0
4/18/2017,XRP,3281897090.0
4/19/2017,XRP,2996784994.0
4/20/2017,XRP,2993344603.0
4/21/2017,XRP,3346066721.0
4/22/2017,XRP,3182205089.0
4/23/2017,XRP,3192341950.0
4/24/2017,XRP,3154699163.0
4/25/2017,XRP,3262001695.0
4/26/2017,XRP,3303425156.0
4/27/2017,XRP,3556126172.0
4/28/2017,XRP,4576560201.0
4/29/2017,XRP,5564061608.0
4/30/2017,XRP,5280171194.0
5/1/2017,XRP,5542891837.0
5/2/2017,XRP,5438051412.0
5/3/2017,XRP,6212795113.0
5/4/2017,XRP,8001832764.0
5/5/2017,XRP,9173128514.0
5/6/2017,XRP,10208645677.0
5/7/2017,XRP,13092426956.0
5/8/2017,XRP,19529715182.0
5/9/2017,XRP,15661630562.0
5/10/2017,XRP,19006555636.0
5/11/2017,XRP,18320627288.0
5/12/2017,XRP,20532515160.0
5/13/2017,XRP,21333249807.0
5/14/2017,XRP,21818686260.0
5/15/2017,XRP,26140048000.0
5/16/2017,XRP,33845171234.0
5/17/2017,XRP,38798433996.0
5/18/2017,XRP,35982334511.0
5/19/2017,XRP,32071268600.0
5/20/2017,XRP,34721492578.0
5/21/2017,XRP,33000571198.0
5/22/2017,XRP,30084320293.0
5/23/2017,XRP,32320521691.0
5/24/2017,XRP,29042106147.0
5/25/2017,XRP,24615016909.0
5/26/2017,XRP,27394678586.0
5/27/2017,XRP,21197988165.0
5/28/2017,XRP,23533617640.0
5/29/2017,XRP,23317971288.0
5/30/2017,XRP,20316256525.0
5/31/2017,XRP,24672631569.0
6/1/2017,XRP,33530823926.0
6/2/2017,XRP,29455931184.0
6/3/2017,XRP,28020201612.0
6/4/2017,XRP,29294333538.0
6/5/2017,XRP,28895836113.0
6/6/2017,XRP,28359886160.0
6/7/2017,XRP,27741787058.0
6/8/2017,XRP,28547500277.0
6/9/2017,XRP,27994902582.0
6/10/2017,XRP,26157786106.0
6/11/2017,XRP,27229975325.0
6/12/2017,XRP,24956215850.0
6/13/2017,XRP,26314357329.0
6/14/2017,XRP,26014292560.0
6/15/2017,XRP,24356531680.0
6/16/2017,XRP,24990362244.0
6/17/2017,XRP,26001013814.0
6/18/2017,XRP,26471769561.0
6/19/2017,XRP,27842071220.0
6/20/2017,XRP,30859407517.0
6/21/2017,XRP,26844185092.0
6/22/2017,XRP,27787132822.0
6/23/2017,XRP,29288248174.0
6/24/2017,XRP,27757802778.0
6/25/2017,XRP,25660492155.0
6/26/2017,XRP,24728270993.0
6/27/2017,XRP,25861580981.0
6/28/2017,XRP,26802161200.0
6/29/2017,XRP,25585065280.0
6/30/2017,XRP,24679425928.0
7/1/2017,XRP,23837235058.0
7/2/2017,XRP,25383261847.0
7/3/2017,XRP,25213581194.0
7/4/2017,XRP,24813542656.0
7/5/2017,XRP,25069184554.0
7/6/2017,XRP,25034461696.0
7/7/2017,XRP,23048421134.0
7/8/2017,XRP,22998213580.0
7/9/2017,XRP,22671894987.0
7/10/2017,XRP,18360959094.0
7/11/2017,XRP,17619928920.0
7/12/2017,XRP,19580535296.0
7/13/2017,XRP,19186246085.0
7/14/2017,XRP,18283188634.0
7/15/2017,XRP,17247092778.0
7/16/2017,XRP,14666223547.0
7/17/2017,XRP,17216411883.0
7/18/2017,XRP,17858730267.0
7/19/2017,XRP,16138958554.0
7/20/2017,XRP,18816744614.0
7/21/2017,XRP,18388317822.0
7/22/2017,XRP,19782766800.0
7/23/2017,XRP,19719492158.0
7/24/2017,XRP,19088756801.0
7/25/2017,XRP,17391351304.0
7/26/2017,XRP,17316653002.0
7/27/2017,XRP,17218267782.0
7/28/2017,XRP,16317126533.0
7/29/2017,XRP,16887157082.0
7/30/2017,XRP,16302843435.0
7/31/2017,XRP,16478550886.0
8/1/2017,XRP,17697845735.0
8/2/2017,XRP,17141332780.0
8/3/2017,XRP,17481977427.0
8/4/2017,XRP,17392680686.0
8/5/2017,XRP,18410914264.0
8/6/2017,XRP,17994221517.0
8/7/2017,XRP,17751888908.0
8/8/2017,XRP,19382924692.0
8/9/2017,XRP,18503086233.0
8/10/2017,XRP,18105752035.0
8/11/2017,XRP,17845672464.0
8/12/2017,XRP,17186963035.0
8/13/2017,XRP,16574855922.0
8/14/2017,XRP,16855072374.0
8/15/2017,XRP,15743593046.0
8/16/2017,XRP,15975657615.0
8/17/2017,XRP,15877713916.0
8/18/2017,XRP,15666463670.0
8/19/2017,XRP,15353921673.0
8/20/2017,XRP,15868212140.0
8/21/2017,XRP,19537257843.0
8/22/2017,XRP,24382318020.0
8/23/2017,XRP,24873650778.0
8/24/2017,XRP,21777930130.0
8/25/2017,XRP,21715576698.0
8/26/2017,XRP,20979468582.0
8/27/2017,XRP,20168515335.0
8/28/2017,XRP,22479428916.0
8/29/2017,XRP,21946736438.0
8/30/2017,XRP,23148035060.0
8/31/2017,XRP,26030937005.0
9/1/2017,XRP,25389479982.0
9/2/2017,XRP,22826466611.0
9/3/2017,XRP,23168819437.0
9/4/2017,XRP,21234437446.0
9/5/2017,XRP,21987698074.0
9/6/2017,XRP,23244018653.0
9/7/2017,XRP,22848362619.0
9/8/2017,XRP,21440859639.0
9/9/2017,XRP,21408389906.0
9/10/2017,XRP,21850283910.0
9/11/2017,XRP,21515484550.0
9/12/2017,XRP,20962138918.0
9/13/2017,XRP,19896761759.0
9/14/2017,XRP,17203465974.0
9/15/2017,XRP,18470106375.0
9/16/2017,XRP,18345214932.0
9/17/2017,XRP,18291368974.0
9/18/2017,XRP,19418289675.0
9/19/2017,XRP,18504417853.0
9/20/2017,XRP,18202299136.0
9/21/2017,XRP,17107617087.0
9/22/2017,XRP,17279472658.0
9/23/2017,XRP,17877902215.0
9/24/2017,XRP,17626921446.0
9/25/2017,XRP,18411221865.0
9/26/2017,XRP,19065638717.0
9/27/2017,XRP,21037706194.0
9/28/2017,XRP,20218045411.0
9/29/2017,XRP,19657492980.0
9/30/2017,XRP,19823955168.0
10/1/2017,XRP,20396866410.0
10/2/2017,XRP,20247859302.0
10/3/2017,XRP,20268837925.0
10/4/2017,XRP,21265501485.0
10/5/2017,XRP,23765004998.0
10/6/2017,XRP,23397494582.0
10/7/2017,XRP,23967698230.0
10/8/2017,XRP,27780086081.0
10/9/2017,XRP,24865880417.0
10/10/2017,XRP,25679571085.0
10/11/2017,XRP,26281872486.0
10/12/2017,XRP,24801953621.0
10/13/2017,XRP,25750789544.0
10/14/2017,XRP,25554972624.0
10/15/2017,XRP,26478697654.0
10/16/2017,XRP,25661768030.0
10/17/2017,XRP,22489768349.0
10/18/2017,XRP,21800308603.0
10/19/2017,XRP,21378313353.0
10/20/2017,XRP,20753311836.0
10/21/2017,XRP,20808828545.0
10/22/2017,XRP,20139047232.0
10/23/2017,XRP,19365362430.0
10/24/2017,XRP,20494951346.0
10/25/2017,XRP,20238601751.0
10/26/2017,XRP,20193982875.0
10/27/2017,XRP,20067689401.0
10/28/2017,XRP,19922044220.0
10/29/2017,XRP,20063537381.0
10/30/2017,XRP,20183886469.0
10/31/2017,XRP,19844255253.0
11/1/2017,XRP,19090840803.0
11/2/2017,XRP,20026670514.0
11/3/2017,XRP,20769280761.0
11/4/2017,XRP,20195108757.0
11/5/2017,XRP,20009170520.0
11/6/2017,XRP,20306723391.0
11/7/2017,XRP,20563239721.0
11/8/2017,XRP,21717668354.0
11/9/2017,XRP,21690826975.0
11/10/2017,XRP,20487992255.0
11/11/2017,XRP,20960205986.0
11/12/2017,XRP,19205285832.0
11/13/2017,XRP,20127809609.0
11/14/2017,XRP,20471538635.0
11/15/2017,XRP,20878229012.0
11/16/2017,XRP,22417217477.0
11/17/2017,XRP,22260698392.0
11/18/2017,XRP,22733061744.0
11/19/2017,XRP,23101648134.0
11/20/2017,XRP,24119384827.0
11/21/2017,XRP,23135287864.0
11/22/2017,XRP,23955584045.0
11/23/2017,XRP,24387571357.0
11/24/2017,XRP,24116199719.0
11/25/2017,XRP,25071557963.0
11/26/2017,XRP,24693480224.0
11/27/2017,XRP,24752354785.0
11/28/2017,XRP,27977740323.0
11/29/2017,XRP,23604287706.0
11/30/2017,XRP,23717114375.0
12/1/2017,XRP,24827133403.0
12/2/2017,XRP,24527385059.0
12/3/2017,XRP,24611813150.0
12/4/2017,XRP,24705886512.0
12/5/2017,XRP,23553119206.0
12/6/2017,XRP,22388245805.0
12/7/2017,XRP,20960594433.0
12/8/2017,XRP,24108948648.0
12/9/2017,XRP,24288406884.0
12/10/2017,XRP,23398273414.0
12/11/2017,XRP,24748759377.0
12/12/2017,XRP,38467315437.0
12/13/2017,XRP,47468154549.0
12/14/2017,XRP,85029191071.0
12/15/2017,XRP,74178504851.0
12/16/2017,XRP,74421040728.0
12/17/2017,XRP,72215860146.0
12/18/2017,XRP,76034197150.0
12/19/2017,XRP,74825486363.0
12/20/2017,XRP,72020764064.0
12/21/2017,XRP,109939000000.0
12/22/2017,XRP,107740000000.0
12/23/2017,XRP,106311000000.0
12/24/2017,XRP,100908000000.0
12/25/2017,XRP,100239000000.0
12/26/2017,XRP,107104000000.0
12/27/2017,XRP,122197000000.0
12/28/2017,XRP,126984000000.0
12/29/2017,XRP,193389000000.0
12/30/2017,XRP,196234000000.0
12/31/2017,XRP,198094000000.0
1/1/2018,XRP,200970000000.0
1/2/2018,XRP,218397000000.0
1/3/2018,XRP,273217000000.0
1/4/2018,XRP,272729000000.0
1/5/2018,XRP,245508000000.0
1/6/2018,XRP,262282000000.0
1/7/2018,XRP,274560000000.0
1/8/2018,XRP,238961000000.0
1/9/2018,XRP,203125000000.0
1/10/2018,XRP,193136000000.0
1/11/2018,XRP,189351000000.0
1/12/2018,XRP,200668000000.0
1/13/2018,XRP,198717000000.0
1/14/2018,XRP,183535000000.0
1/15/2018,XRP,165081000000.0
1/16/2018,XRP,116600000000.0
1/17/2018,XRP,129148000000.0
1/18/2018,XRP,156747000000.0
1/19/2018,XRP,152436000000.0
1/20/2018,XRP,156831000000.0
1/21/2018,XRP,135621000000.0
1/22/2018,XRP,129257000000.0
1/23/2018,XRP,133357000000.0
1/24/2018,XRP,133357000000.0
1/25/2018,XRP,129759000000.0
1/26/2018,XRP,120612000000.0
1/27/2018,XRP,120540000000.0
1/28/2018,XRP,135443000000.0
1/29/2018,XRP,125560000000.0
1/30/2018,XRP,109019000000.0
1/31/2018,XRP,110887000000.0
2/1/2018,XRP,94127228994.0
2/2/2018,XRP,89456519457.0
2/3/2018,XRP,94258904929.0
2/4/2018,XRP,82405912269.0
2/5/2018,XRP,67127728814.0
2/6/2018,XRP,76524763932.0
2/7/2018,XRP,71324055218.0
2/8/2018,XRP,77255199501.0
2/9/2018,XRP,90599864605.0
2/10/2018,XRP,103283000000.0
2/11/2018,XRP,96538203348.0
2/12/2018,XRP,104634000000.0
2/13/2018,XRP,98582654125.0
2/14/2018,XRP,113163000000.0
2/15/2018,XRP,111290000000.0
2/16/2018,XRP,111412000000.0
2/17/2018,XRP,117966000000.0
2/18/2018,XRP,107549000000.0
2/19/2018,XRP,110763000000.0
2/20/2018,XRP,102571000000.0
2/21/2018,XRP,95134143637.0
2/22/2018,XRP,89570510479.0
2/23/2018,XRP,94303114467.0
2/24/2018,XRP,90280717253.0
2/25/2018,XRP,90449757168.0
2/26/2018,XRP,92733566866.0
2/27/2018,XRP,93124685912.0
2/28/2018,XRP,88332752687.0
3/1/2018,XRP,91520873299.0
3/2/2018,XRP,89843012682.0
3/3/2018,XRP,89580907130.0
3/4/2018,XRP,99844127094.0
3/5/2018,XRP,94443908831.0
3/6/2018,XRP,89819809413.0
3/7/2018,XRP,85300047937.0
3/8/2018,XRP,80884448840.0
3/9/2018,XRP,82760884124.0
3/10/2018,XRP,77618153837.0
3/11/2018,XRP,81434682985.0
3/12/2018,XRP,78341786876.0
3/13/2018,XRP,77838704458.0
3/14/2018,XRP,68822174581.0
3/15/2018,XRP,68548778241.0
3/16/2018,XRP,68376884700.0
3/17/2018,XRP,62921526668.0
3/18/2018,XRP,65031058916.0
3/19/2018,XRP,71062512163.0
3/20/2018,XRP,69807303560.0
3/21/2018,XRP,67664669029.0
3/22/2018,XRP,65174788813.0
3/23/2018,XRP,63182771476.0
3/24/2018,XRP,63239610360.0
3/25/2018,XRP,63342553833.0
3/26/2018,XRP,59270134516.0
3/27/2018,XRP,57259575027.0
3/28/2018,XRP,57217002844.0
3/29/2018,XRP,50652620388.0
3/30/2018,XRP,49704118709.0
3/31/2018,XRP,50037737868.0
4/1/2018,XRP,47859012284.0
4/2/2018,XRP,49208737155.0
4/3/2018,XRP,54749913829.0
4/4/2018,XRP,49017385771.0
4/5/2018,XRP,49121366185.0
4/6/2018,XRP,46992696323.0
4/7/2018,XRP,48352083271.0
4/8/2018,XRP,49837230889.0
4/9/2018,XRP,48463135424.0
4/10/2018,XRP,48900102974.0
4/11/2018,XRP,53908966681.0
4/12/2018,XRP,63719088025.0
4/13/2018,XRP,64851035683.0
4/14/2018,XRP,64171536701.0
4/15/2018,XRP,69103809189.0
4/16/2018,XRP,66065327254.0
4/17/2018,XRP,65496317531.0
4/18/2018,XRP,71236059487.0
4/19/2018,XRP,77411497699.0
4/20/2018,XRP,92099727135.0
4/21/2018,XRP,86069741407.0
4/22/2018,XRP,86268946782.0
4/23/2018,XRP,87502553113.0
4/24/2018,XRP,93039193219.0
4/25/2018,XRP,79182348040.0
4/26/2018,XRP,84673553069.0
4/27/2018,XRP,81252467303.0
4/28/2018,XRP,86303237411.0
4/29/2018,XRP,86568591094.0
4/30/2018,XRP,82628681333.0
5/1/2018,XRP,83475501083.0
5/2/2018,XRP,85750289593.0
5/3/2018,XRP,87890649952.0
5/4/2018,XRP,88886886877.0
5/5/2018,XRP,89782839770.0
5/6/2018,XRP,85806254777.0
5/7/2018,XRP,82324781885.0
5/8/2018,XRP,80756496854.0
5/9/2018,XRP,79352466002.0
5/10/2018,XRP,75586209645.0
5/11/2018,XRP,67881633760.0
5/12/2018,XRP,68599783202.0
5/13/2018,XRP,73450567378.0
5/14/2018,XRP,72900722184.0
5/15/2018,XRP,69203452472.0
5/16/2018,XRP,70154100450.0
5/17/2018,XRP,65741900653.0
5/18/2018,XRP,67641429558.0
5/19/2018,XRP,67375239727.0
5/20/2018,XRP,69777125585.0
5/21/2018,XRP,67691232174.0
5/22/2018,XRP,64050083139.0
5/23/2018,XRP,59274499378.0
5/24/2018,XRP,62861331840.0
5/25/2018,XRP,60211541342.0
5/26/2018,XRP,60741012188.0
5/27/2018,XRP,60353633832.0
5/28/2018,XRP,55011178282.0
5/29/2018,XRP,59824175024.0
5/30/2018,XRP,60142587914.0
5/31/2018,XRP,61058878927.0
6/1/2018,XRP,62020697377.0
6/2/2018,XRP,64271029213.0
6/3/2018,XRP,67449649186.0
6/4/2018,XRP,65438904104.0
6/5/2018,XRP,67325224889.0
6/6/2018,XRP,67204407992.0
6/7/2018,XRP,67509346773.0
6/8/2018,XRP,67353637231.0
6/9/2018,XRP,66025137328.0
6/10/2018,XRP,57485427832.0
6/11/2018,XRP,59585227009.0
6/12/2018,XRP,55379056528.0
6/13/2018,XRP,52929965474.0
6/14/2018,XRP,55655346027.0
6/15/2018,XRP,53332939124.0
6/16/2018,XRP,53325900532.0
6/17/2018,XRP,52622071378.0
6/18/2018,XRP,53764059172.0
6/19/2018,XRP,54796985657.0
6/20/2018,XRP,53968735913.0
6/21/2018,XRP,53446252203.0
6/22/2018,XRP,48323411521.0
6/23/2018,XRP,48879706120.0
6/24/2018,XRP,47525376806.0
6/25/2018,XRP,48080353958.0
6/26/2018,XRP,45661284647.0
6/27/2018,XRP,47121144233.0
6/28/2018,XRP,44579769596.0
6/29/2018,XRP,45557641367.0
6/30/2018,XRP,46567195168.0
7/1/2018,XRP,46217893976.0
7/2/2018,XRP,48883985276.0
7/3/2018,XRP,48347646332.0
7/4/2018,XRP,49053322799.0
7/5/2018,XRP,47657924223.0
7/6/2018,XRP,47629508573.0
7/7/2018,XRP,48211392302.0
7/8/2018,XRP,47826374967.0
7/9/2018,XRP,47341379866.0
7/10/2018,XRP,44305813266.0
7/11/2018,XRP,44936738564.0
7/12/2018,XRP,43108206296.0
7/13/2018,XRP,43649317887.0
7/14/2018,XRP,43869611585.0
7/15/2018,XRP,44605407299.0
7/16/2018,XRP,47993338442.0
7/17/2018,XRP,50867332808.0
7/18/2018,XRP,48597160795.0
7/19/2018,XRP,47609646967.0
7/20/2018,XRP,44414995295.0
7/21/2018,XRP,45487485322.0
7/22/2018,XRP,44899624915.0
7/23/2018,XRP,44558443758.0
7/24/2018,XRP,45848703301.0
7/25/2018,XRP,46108174020.0
7/26/2018,XRP,44857764641.0
7/27/2018,XRP,45463831526.0
7/28/2018,XRP,45423175748.0
7/29/2018,XRP,45416461153.0
7/30/2018,XRP,44598535615.0
7/31/2018,XRP,43369103477.0
8/1/2018,XRP,44678850330.0
8/2/2018,XRP,43054980775.0
8/3/2018,XRP,44029327970.0
8/4/2018,XRP,42901399678.0
8/5/2018,XRP,43437005019.0
8/6/2018,XRP,41301507135.0
8/7/2018,XRP,37805282626.0
8/8/2018,XRP,32882488996.0
8/9/2018,XRP,34539065710.0
8/10/2018,XRP,31837564625.0
8/11/2018,XRP,30288265838.0
8/12/2018,XRP,29554145198.0
8/13/2018,XRP,27620809321.0
8/14/2018,XRP,26961153368.0
8/15/2018,XRP,28015607643.0
8/16/2018,XRP,29037249678.0
8/17/2018,XRP,36060234741.0
8/18/2018,XRP,32589657054.0
8/19/2018,XRP,34260352690.0
8/20/2018,XRP,31587827050.0
8/21/2018,XRP,33424039678.0
8/22/2018,XRP,31891734639.0
8/23/2018,XRP,32596595015.0
8/24/2018,XRP,32662962520.0
8/25/2018,XRP,32786119469.0
8/26/2018,XRP,32228850761.0
8/27/2018,XRP,33766601869.0
8/28/2018,XRP,35271397020.0
8/29/2018,XRP,34458475271.0
8/30/2018,XRP,33423485316.0
8/31/2018,XRP,33539965971.0
9/1/2018,XRP,34644312461.0
9/2/2018,XRP,34137057182.0
9/3/2018,XRP,33529751966.0
9/4/2018,XRP,33095526837.0
9/5/2018,XRP,28179477014.0
9/6/2018,XRP,30134232554.0
9/7/2018,XRP,28750694724.0
9/8/2018,XRP,27605659168.0
9/9/2018,XRP,27601519510.0
9/10/2018,XRP,26681612808.0
9/11/2018,XRP,26287808113.0
9/12/2018,XRP,26946624409.0
9/13/2018,XRP,28056584487.0
9/14/2018,XRP,27722513644.0
9/15/2018,XRP,28169011797.0
9/16/2018,XRP,28098388340.0
9/17/2018,XRP,27173791787.0
9/18/2018,XRP,32082828264.0
9/19/2018,XRP,32542289783.0
9/20/2018,XRP,45682681855.0
9/21/2018,XRP,56308363043.0
9/22/2018,XRP,56994654851.0
9/23/2018,XRP,57226258119.0
9/24/2018,XRP,49167163917.0
9/25/2018,XRP,53022319754.0
9/26/2018,XRP,51756346906.0
9/27/2018,XRP,54201308288.0
9/28/2018,XRP,53978677173.0
9/29/2018,XRP,57000488948.0
9/30/2018,XRP,58093308671.0
10/1/2018,XRP,57272900241.0
10/2/2018,XRP,51918973429.0
10/3/2018,XRP,52507387719.0
10/4/2018,XRP,52517683497.0
10/5/2018,XRP,51769531358.0
10/6/2018,XRP,48472649316.0
10/7/2018,XRP,47814063401.0
10/8/2018,XRP,48744398448.0
10/9/2018,XRP,47682080759.0
10/10/2018,XRP,45824163408.0
10/11/2018,XRP,37923680563.0
10/12/2018,XRP,41535954327.0
10/13/2018,XRP,41363899760.0
10/14/2018,XRP,40226961601.0
10/15/2018,XRP,44048843124.0
10/16/2018,XRP,46335667529.0
10/17/2018,XRP,46364138657.0
10/18/2018,XRP,45375152348.0
10/19/2018,XRP,45028605063.0
10/20/2018,XRP,45555756400.0
10/21/2018,XRP,45235792664.0
10/22/2018,XRP,44916620292.0
10/23/2018,XRP,45870818924.0
10/24/2018,XRP,45283610728.0
10/25/2018,XRP,45532876582.0
10/26/2018,XRP,45710168038.0
10/27/2018,XRP,45325364381.0
10/28/2018,XRP,45865919083.0
10/29/2018,XRP,43925103261.0
10/30/2018,XRP,44329005956.0
10/31/2018,XRP,44941273395.0
11/1/2018,XRP,45542627067.0
11/2/2018,XRP,45655903862.0
11/3/2018,XRP,45322985611.0
11/4/2018,XRP,46670086088.0
11/5/2018,XRP,49330709722.0
11/6/2018,XRP,54652718544.0
11/7/2018,XRP,53344347377.0
11/8/2018,XRP,49085707947.0
11/9/2018,XRP,49749905778.0
11/10/2018,XRP,50305420197.0
11/11/2018,XRP,50086867615.0
11/12/2018,XRP,51374093277.0
11/13/2018,XRP,50266255376.0
11/14/2018,XRP,45714396530.0
11/15/2018,XRP,47234148437.0
11/16/2018,XRP,46526761923.0
11/17/2018,XRP,48542418513.0
11/18/2018,XRP,50522561986.0
11/19/2018,XRP,46921352739.0
11/20/2018,XRP,42036358575.0
11/21/2018,XRP,44275934589.0
11/22/2018,XRP,42003316533.0
11/23/2018,XRP,40138992783.0
11/24/2018,XRP,36723145873.0
11/25/2018,XRP,36804500205.0
11/26/2018,XRP,34923734708.0
11/27/2018,XRP,35666238383.0
11/28/2018,XRP,38731311674.0
11/29/2018,XRP,37596706570.0
11/30/2018,XRP,35856837018.0
12/1/2018,XRP,36798416148.0
12/2/2018,XRP,36364287080.0
12/3/2018,XRP,34516493806.0
12/4/2018,XRP,34664587447.0
12/5/2018,XRP,33466081183.0
12/6/2018,XRP,30678392616.0
12/7/2018,XRP,29933999688.0
12/8/2018,XRP,30256420960.0
12/9/2018,XRP,30810021749.0
12/10/2018,XRP,29731105269.0
12/11/2018,XRP,29659561280.0
12/12/2018,XRP,30250768003.0
12/13/2018,XRP,29508111916.0
12/14/2018,XRP,28612321771.0
12/15/2018,XRP,28148469083.0
12/16/2018,XRP,28348847241.0
12/17/2018,XRP,32542694036.0
12/18/2018,XRP,34664953662.0
12/19/2018,XRP,35017177375.0
12/20/2018,XRP,37386765501.0
12/21/2018,XRP,35432288269.0
12/22/2018,XRP,35915047371.0
12/23/2018,XRP,36739556489.0
12/24/2018,XRP,40775833459.0
12/25/2018,XRP,37731657352.0
12/26/2018,XRP,37532087596.0
12/27/2018,XRP,33409983949.0
12/28/2018,XRP,37213229569.0
12/29/2018,XRP,36676125019.0
12/30/2018,XRP,36569017714.0
12/31/2018,XRP,34759456551.0
1/1/2019,XRP,36129213596.0
1/2/2019,XRP,37345537928.0
1/3/2019,XRP,35430305452.0
1/4/2019,XRP,35626317225.0
1/5/2019,XRP,35087305108.0
1/6/2019,XRP,36545393696.0
1/7/2019,XRP,36237291799.0
1/8/2019,XRP,36370450675.0
1/9/2019,XRP,36938550637.0
1/10/2019,XRP,32789660297.0
1/11/2019,XRP,32715183661.0
1/12/2019,XRP,32795323780.0
1/13/2019,XRP,31441768892.0
1/14/2019,XRP,33243772502.0
1/15/2019,XRP,32410151321.0
1/16/2019,XRP,32726717130.0
1/17/2019,XRP,32732666163.0
1/18/2019,XRP,32099162599.0
1/19/2019,XRP,32811370585.0
1/20/2019,XRP,31691273146.0
1/21/2019,XRP,31833802108.0
1/22/2019,XRP,31804660373.0
1/23/2019,XRP,31428364487.0
1/24/2019,XRP,31564460901.0
1/25/2019,XRP,31353200037.0
1/26/2019,XRP,31170391589.0
1/27/2019,XRP,30529220583.0
1/28/2019,XRP,29283010748.0
1/29/2019,XRP,28597617390.0
1/30/2019,XRP,31814290387.0
1/31/2019,XRP,30713763860.0
2/1/2019,XRP,30548648845.0
2/2/2019,XRP,30682202331.0
2/3/2019,XRP,29815289470.0
2/4/2019,XRP,29457554237.0
2/5/2019,XRP,29574879576.0
2/6/2019,XRP,28617123018.0
2/7/2019,XRP,28822589171.0
2/8/2019,XRP,30802849921.0
2/9/2019,XRP,30876678811.0
2/10/2019,XRP,30636151875.0
2/11/2019,XRP,29912376574.0
2/12/2019,XRP,30097133232.0
2/13/2019,XRP,30089906209.0
2/14/2019,XRP,29826912851.0
2/15/2019,XRP,29848793683.0
2/16/2019,XRP,29777748921.0
2/17/2019,XRP,29974641723.0
2/18/2019,XRP,31900722594.0
2/19/2019,XRP,32218448947.0
2/20/2019,XRP,32780045290.0
2/21/2019,XRP,31631744852.0
2/22/2019,XRP,31984960300.0
2/23/2019,XRP,33158137025.0
2/24/2019,XRP,29832970788.0
2/25/2019,XRP,32604169336.0
2/26/2019,XRP,31516033543.0
2/27/2019,XRP,30914709096.0
2/28/2019,XRP,31223017961.0
3/1/2019,XRP,31519805332.0
3/2/2019,XRP,31317029887.0
3/3/2019,XRP,30876628574.0
3/4/2019,XRP,30088046289.0
3/5/2019,XRP,31322380563.0
3/6/2019,XRP,31551973026.0
3/7/2019,XRP,31148776781.0
3/8/2019,XRP,30594851941.0
3/9/2019,XRP,31155105512.0
3/10/2019,XRP,31176213470.0
3/11/2019,XRP,30886065594.0
3/12/2019,XRP,30851786216.0
3/13/2019,XRP,31254373393.0
3/14/2019,XRP,30936096711.0
3/15/2019,XRP,31302304686.0
3/16/2019,XRP,31739360165.0
3/17/2019,XRP,31416009205.0
3/18/2019,XRP,31317441265.0
3/19/2019,XRP,31453479970.0
3/20/2019,XRP,31648386281.0
3/21/2019,XRP,30935638889.0
3/22/2019,XRP,30983313326.0
3/23/2019,XRP,30980141034.0
3/24/2019,XRP,30605253966.0
3/25/2019,XRP,30100416993.0
3/26/2019,XRP,29936467021.0
3/27/2019,XRP,30888005445.0
3/28/2019,XRP,30473995093.0
3/29/2019,XRP,30672564918.0
3/30/2019,XRP,30998102892.0
3/31/2019,XRP,30807282179.0
4/1/2019,XRP,31214781143.0
4/2/2019,XRP,35529531400.0
4/3/2019,XRP,34131954677.0
4/4/2019,XRP,33120681462.0
4/5/2019,XRP,36334783714.0
4/6/2019,XRP,35293810479.0
4/7/2019,XRP,36187728880.0
4/8/2019,XRP,35829333393.0
4/9/2019,XRP,34995262248.0
4/10/2019,XRP,35404762335.0
4/11/2019,XRP,32862758407.0
4/12/2019,XRP,32547616173.0
4/13/2019,XRP,32659142009.0
4/14/2019,XRP,32913755116.0
4/15/2019,XRP,31872584972.0
4/16/2019,XRP,32551646411.0
4/17/2019,XRP,33536319718.0
4/18/2019,XRP,33612329453.0
4/19/2019,XRP,33182507111.0
4/20/2019,XRP,32766433231.0
4/21/2019,XRP,32191975510.0
4/22/2019,XRP,32413516557.0
4/23/2019,XRP,32094225064.0
4/24/2019,XRP,30006754094.0
4/25/2019,XRP,28608229529.0
4/26/2019,XRP,29337482921.0
4/27/2019,XRP,29213522456.0
4/28/2019,XRP,29057633510.0
4/29/2019,XRP,28807632088.0
4/30/2019,XRP,30542769163.0
5/1/2019,XRP,29926859137.0
5/2/2019,XRP,29682351116.0
5/3/2019,XRP,30189507305.0
5/4/2019,XRP,30003280915.0
5/5/2019,XRP,29719432996.0
5/6/2019,XRP,30016699891.0
5/7/2019,XRP,29584351000.0
5/8/2019,XRP,29725095247.0
5/9/2019,XRP,29316740904.0
5/10/2019,XRP,29695094746.0
5/11/2019,XRP,33289217567.0
5/12/2019,XRP,30940078553.0
